24,2024-06-10,7462,750.53,7.95,915,9.5,136,running,sunny,New York,sad,2025-03-08T18:59:12.876-03:00
54,2025-02-11,18252,860.9,17.86,646,0.6,77,cycling,sunny,Sydney,neutral,2025-03-08T18:59:13.879-03:00
48,2025-02-28,21508,834.14,49.8,1064,2.0,75,running,rainy,New York,neutral,2025-03-08T18:59:14.883-03:00
16,2024-06-04,17031,243.29,47.61,624,7.9,57,swimming,cloudy,New York,sad,2025-03-08T18:59:15.893-03:00
44,2024-12-22,19066,501.28,6.01,620,10.2,124,running,cloudy,Sydney,happy,2025-03-08T18:59:16.897-03:00
37,2024-11-08,5164,96.38,37.55,747,8.2,60,cycling,sunny,London,happy,2025-03-08T18:59:17.909-03:00
77,2024-10-02,28944,871.63,14.81,321,3.3,88,,rainy,New York,happy,2025-03-08T18:59:18.914-03:00
64,2024-06-30,28962,47.59,15.76,1180,7.4,87,swimming,cloudy,London,happy,2025-03-08T18:59:19.917-03:00
45,2024-10-01,12918,9.27,9.99,439,5.2,121,swimming,snowy,London,neutral,2025-03-08T18:59:20.925-03:00
100,2024-05-22,6551,728.61,18.65,1350,5.6,131,yoga,rainy,New York,sad,2025-03-08T18:59:21.930-03:00
53,2025-01-05,24489,985.77,8.82,577,9.5,85,swimming,sunny,Sydney,happy,2025-03-08T18:59:22.942-03:00
52,2025-01-30,7743,798.83,35.88,286,8.1,75,yoga,rainy,New York,neutral,2025-03-08T18:59:23.946-03:00
71,2025-02-23,17240,58.63,33.74,110,0.3,81,cycling,sunny,Tokyo,neutral,2025-03-08T18:59:24.953-03:00
81,2024-04-29,16201,760.64,27.75,1249,10.8,127,running,sunny,London,happy,2025-03-08T18:59:25.958-03:00
11,2024-11-03,12083,814.98,10.78,1325,0.7,135,,sunny,London,happy,2025-03-08T18:59:26.962-03:00
43,2025-01-26,27157,503.53,37.85,401,0.8,115,running,snowy,New York,sad,2025-03-08T18:59:27.969-03:00
62,2024-05-15,29,926.19,11.74,925,11.7,78,cycling,snowy,Sydney,neutral,2025-03-08T18:59:28.974-03:00
57,2025-03-08,10749,365.86,23.97,653,11.1,54,yoga,rainy,New York,happy,2025-03-08T18:59:29.980-03:00
58,2024-09-17,12987,99.65,30.91,1415,2.2,136,yoga,rainy,New York,happy,2025-03-08T18:59:30.983-03:00
98,2025-01-22,17499,578.89,31.65,454,3.6,118,,cloudy,New York,sad,2025-03-08T18:59:31.988-03:00
62,2024-05-11,29152,730.3,45.42,899,8.9,68,swimming,snowy,London,neutral,2025-03-08T18:59:32.992-03:00
79,2024-03-18,2382,477.48,8.8,714,0.1,131,,snowy,London,neutral,2025-03-08T18:59:33.999-03:00
57,2025-03-01,3127,65.66,34.58,574,3.7,116,running,cloudy,London,sad,2025-03-08T18:59:35.004-03:00
22,2024-08-25,10126,300.67,39.56,1359,4.1,66,cycling,sunny,Tokyo,happy,2025-03-08T18:59:36.007-03:00
84,2025-01-04,16976,363.13,17.21,369,4.7,96,,cloudy,London,neutral,2025-03-08T18:59:37.010-03:00
1,2024-09-09,24567,229.48,26.81,179,1.5,93,,snowy,Sydney,happy,2025-03-08T18:59:38.023-03:00
75,2024-10-14,13184,204.16,7.95,965,6.3,90,swimming,cloudy,Tokyo,neutral,2025-03-08T18:59:39.028-03:00
21,2024-06-12,19604,359.22,42.19,1059,10.4,128,cycling,snowy,Sydney,neutral,2025-03-08T18:59:40.032-03:00
98,2024-06-22,19915,193.64,17.73,30,5.2,148,swimming,rainy,Sydney,neutral,2025-03-08T18:59:41.042-03:00
76,2024-06-25,6205,492.15,21.8,68,3.7,64,yoga,rainy,Tokyo,sad,2025-03-08T18:59:42.056-03:00
93,2024-03-20,6746,626.54,12.34,422,9.1,148,running,rainy,Sydney,neutral,2025-03-08T18:59:43.059-03:00
54,2024-09-11,3942,370.53,1.69,744,6.6,117,cycling,cloudy,Sydney,happy,2025-03-08T18:59:44.063-03:00
4,2025-02-20,6745,922.46,17.3,1052,3.3,137,swimming,rainy,London,happy,2025-03-08T18:59:45.066-03:00
90,2024-05-24,21101,176.89,31.98,778,7.8,121,,cloudy,Tokyo,sad,2025-03-08T18:59:46.069-03:00
10,2024-07-04,3501,466.84,9.03,1385,11.5,97,cycling,rainy,London,sad,2025-03-08T18:59:47.073-03:00
33,2024-09-13,24708,328.8,6.34,1388,5.5,148,yoga,sunny,Tokyo,sad,2025-03-08T18:59:48.079-03:00
87,2024-10-18,23488,163.08,46.42,252,7.1,56,running,sunny,Tokyo,neutral,2025-03-08T18:59:49.088-03:00
91,2025-02-25,14250,318.16,44.7,355,7.4,85,swimming,cloudy,Tokyo,happy,2025-03-08T18:59:50.092-03:00
6,2024-08-21,7950,865.67,20.62,902,5.8,86,swimming,sunny,London,neutral,2025-03-08T18:59:51.095-03:00
67,2024-07-12,10492,538.43,9.56,873,5.9,105,running,snowy,Tokyo,sad,2025-03-08T18:59:52.099-03:00
75,2024-10-30,11358,484.01,21.16,178,4.6,70,running,sunny,Sydney,sad,2025-03-08T18:59:53.105-03:00
36,2024-03-19,4946,86.66,20.38,822,8.5,95,running,sunny,Sydney,happy,2025-03-08T18:59:54.108-03:00
87,2024-05-10,14898,806.56,1.86,1086,10.6,83,cycling,sunny,Sydney,happy,2025-03-08T18:59:55.121-03:00
61,2024-09-26,13794,62.67,6.46,1275,7.7,108,,snowy,Tokyo,sad,2025-03-08T18:59:56.126-03:00
89,2024-07-17,16595,491.85,49.98,1186,6.7,146,,sunny,Sydney,sad,2025-03-08T18:59:57.130-03:00
95,2024-05-30,12784,620.38,11.04,1142,10.8,94,swimming,rainy,Tokyo,sad,2025-03-08T18:59:58.133-03:00
56,2024-05-25,18815,14.22,41.3,1174,2.8,126,swimming,cloudy,New York,neutral,2025-03-08T18:59:59.137-03:00
35,2024-07-31,28214,252.03,33.69,419,11.5,137,,sunny,Sydney,neutral,2025-03-08T19:00:00.141-03:00
54,2024-08-31,20256,542.73,44.55,36,6.4,79,running,cloudy,Tokyo,neutral,2025-03-08T19:00:01.144-03:00
56,2025-03-04,1892,812.43,8.28,377,3.9,91,swimming,rainy,Sydney,happy,2025-03-08T19:00:02.149-03:00
34,2024-07-14,18755,451.44,49.93,809,10.0,105,swimming,rainy,Sydney,neutral,2025-03-08T19:00:03.152-03:00
64,2024-07-10,3410,597.62,12.23,852,11.9,78,yoga,snowy,Tokyo,happy,2025-03-08T19:00:04.155-03:00
88,2024-04-23,26503,868.75,21.41,1074,9.9,111,cycling,cloudy,Sydney,neutral,2025-03-08T19:00:05.159-03:00
8,2024-06-26,24005,425.85,43.78,748,3.2,96,,sunny,Sydney,happy,2025-03-08T19:00:06.163-03:00
63,2025-02-18,22641,850.2,3.6,1113,1.7,149,running,sunny,Tokyo,neutral,2025-03-08T19:00:07.169-03:00
3,2025-03-06,10891,953.92,27.51,879,0.7,109,swimming,snowy,Sydney,sad,2025-03-08T19:00:08.173-03:00
37,2024-06-21,16299,583.47,34.34,749,11.2,67,yoga,snowy,Sydney,happy,2025-03-08T19:00:09.176-03:00
64,2024-11-04,22941,282.34,34.37,753,3.6,66,,snowy,New York,sad,2025-03-08T19:00:10.180-03:00
84,2024-10-28,21357,406.82,11.82,514,2.9,150,,cloudy,Sydney,sad,2025-03-08T19:00:11.185-03:00
10,2024-04-06,1554,68.77,15.73,1439,7.8,77,swimming,sunny,New York,sad,2025-03-08T19:00:12.188-03:00
52,2024-08-04,2216,516.4,6.13,961,5.7,53,swimming,rainy,New York,sad,2025-03-08T19:00:13.198-03:00
57,2025-02-24,17564,705.54,9.85,160,3.5,57,running,snowy,Sydney,sad,2025-03-08T19:00:14.204-03:00
88,2024-11-07,23323,943.68,40.45,355,3.6,106,swimming,snowy,New York,sad,2025-03-08T19:00:15.218-03:00
88,2024-10-14,23777,676.38,17.61,287,6.1,130,cycling,cloudy,Sydney,neutral,2025-03-08T19:00:16.222-03:00
89,2024-09-22,11283,210.42,0.99,82,11.8,80,swimming,rainy,Tokyo,neutral,2025-03-08T19:00:17.225-03:00
100,2025-01-17,7408,646.94,19.74,867,5.7,147,swimming,sunny,New York,happy,2025-03-08T19:00:18.228-03:00
20,2025-02-07,14215,612.26,23.47,1063,5.2,53,running,rainy,New York,neutral,2025-03-08T19:00:19.231-03:00
28,2024-10-16,18806,798.26,21.06,56,4.3,68,swimming,snowy,New York,happy,2025-03-08T19:00:20.233-03:00
87,2024-08-07,9064,652.07,33.44,583,5.9,87,,sunny,Sydney,sad,2025-03-08T19:00:21.236-03:00
30,2025-01-14,29373,109.04,32.44,1227,6.3,59,cycling,rainy,London,sad,2025-03-08T19:00:22.239-03:00
42,2024-11-18,4373,197.48,46.96,1271,5.8,125,yoga,cloudy,London,happy,2025-03-08T19:00:23.244-03:00
47,2024-08-23,21941,618.41,10.77,816,1.7,131,running,rainy,Sydney,neutral,2025-03-08T19:00:24.248-03:00
73,2024-03-21,13608,955.06,26.16,826,9.1,66,cycling,cloudy,Sydney,neutral,2025-03-08T19:00:25.252-03:00
4,2024-03-16,10333,514.41,33.52,134,7.4,79,swimming,rainy,London,happy,2025-03-08T19:00:26.255-03:00
59,2024-04-09,27575,773.1,43.35,366,8.1,71,swimming,cloudy,London,sad,2025-03-08T19:00:27.267-03:00
67,2024-04-29,26457,493.31,40.39,1069,5.8,73,cycling,cloudy,London,neutral,2025-03-08T19:00:28.271-03:00
65,2024-12-25,12901,887.02,36.72,696,2.6,120,swimming,cloudy,Tokyo,sad,2025-03-08T19:00:29.275-03:00
71,2024-07-03,3045,885.25,10.98,997,6.9,92,cycling,sunny,Sydney,happy,2025-03-08T19:00:30.284-03:00
59,2024-11-17,25377,208.77,39.21,461,8.0,61,yoga,snowy,London,neutral,2025-03-08T19:00:31.288-03:00
46,2025-03-02,23447,561.24,49.27,468,9.0,128,running,cloudy,Tokyo,happy,2025-03-08T19:00:32.299-03:00
79,2024-12-11,24473,53.26,17.21,732,0.1,106,cycling,sunny,Tokyo,neutral,2025-03-08T19:00:33.303-03:00
96,2024-05-11,2638,982.73,0.31,477,4.8,120,yoga,rainy,Tokyo,happy,2025-03-08T19:00:34.306-03:00
57,2024-05-30,9945,431.98,23.91,350,5.0,127,cycling,rainy,Sydney,sad,2025-03-08T19:00:35.309-03:00
60,2024-10-03,24566,469.06,38.84,1327,4.7,145,running,cloudy,New York,happy,2025-03-08T19:00:36.313-03:00
75,2024-10-17,41,868.27,23.83,846,10.8,90,yoga,sunny,Sydney,happy,2025-03-08T19:00:37.319-03:00
80,2024-04-07,380,383.45,6.92,1203,8.0,108,,sunny,New York,sad,2025-03-08T19:00:38.324-03:00
20,2024-04-06,27018,719.62,41.05,856,1.1,146,yoga,cloudy,London,neutral,2025-03-08T19:00:39.332-03:00
98,2025-01-23,11662,902.53,40.06,1196,1.7,98,running,snowy,Sydney,happy,2025-03-08T19:00:40.336-03:00
65,2024-07-09,24969,744.89,40.23,651,4.5,116,,snowy,Sydney,happy,2025-03-08T19:00:41.340-03:00
1,2024-09-21,4873,635.49,7.47,1082,11.7,140,yoga,cloudy,New York,neutral,2025-03-08T19:00:42.345-03:00
59,2024-09-17,9692,364.4,33.96,436,1.8,74,cycling,snowy,New York,sad,2025-03-08T19:00:43.350-03:00
91,2024-11-16,534,186.39,44.32,1164,6.0,111,,cloudy,Sydney,sad,2025-03-08T19:00:44.355-03:00
94,2024-04-28,3409,795.91,48.93,513,10.4,97,running,snowy,Tokyo,happy,2025-03-08T19:00:45.362-03:00
51,2024-11-10,6531,292.74,39.29,1235,3.8,119,cycling,snowy,New York,neutral,2025-03-08T19:00:46.365-03:00
3,2024-06-13,14465,725.53,21.83,1265,11.4,116,running,sunny,London,neutral,2025-03-08T19:00:47.371-03:00
40,2024-09-21,19562,113.64,35.47,875,11.2,73,running,rainy,Sydney,sad,2025-03-08T19:00:48.376-03:00
77,2024-03-28,17048,366.78,34.83,1094,9.5,122,,sunny,Tokyo,sad,2025-03-08T19:00:49.380-03:00
94,2024-08-23,3867,848.06,18.01,923,10.5,90,,rainy,London,sad,2025-03-08T19:00:50.386-03:00
92,2024-08-04,369,322.46,43.61,393,5.6,136,,rainy,New York,neutral,2025-03-08T19:00:51.392-03:00
23,2025-02-25,963,609.58,5.43,136,10.0,127,cycling,rainy,New York,neutral,2025-03-08T19:00:52.396-03:00
45,2025-01-29,12303,432.15,37.77,730,11.4,87,,cloudy,London,sad,2025-03-08T19:00:53.402-03:00
53,2024-06-12,13268,815.45,21.43,319,1.0,95,cycling,cloudy,Tokyo,neutral,2025-03-08T19:00:54.410-03:00
8,2025-03-03,18033,931.52,23.78,534,4.6,73,yoga,sunny,London,sad,2025-03-08T19:00:55.417-03:00
71,2024-07-17,19111,469.34,42.39,221,2.2,100,swimming,sunny,London,sad,2025-03-08T19:00:56.421-03:00
52,2024-10-04,4941,979.8,16.34,413,11.4,55,yoga,sunny,New York,happy,2025-03-08T19:00:57.424-03:00
55,2025-01-30,12127,31.18,34.19,408,7.3,80,,rainy,Sydney,happy,2025-03-08T19:00:58.435-03:00
20,2025-01-07,6707,636.78,18.13,958,5.5,140,cycling,cloudy,Tokyo,neutral,2025-03-08T19:00:59.440-03:00
59,2024-09-14,20129,838.62,43.72,1142,4.7,83,,cloudy,London,neutral,2025-03-08T19:01:00.443-03:00
91,2024-08-16,15578,81.17,49.82,836,8.1,113,swimming,rainy,Sydney,neutral,2025-03-08T19:01:01.446-03:00
10,2025-03-02,19646,544.9,13.66,1341,1.6,133,cycling,sunny,New York,neutral,2025-03-08T19:01:02.449-03:00
88,2024-05-21,21023,439.93,19.59,595,7.6,112,running,sunny,Sydney,neutral,2025-03-08T19:01:03.454-03:00
47,2025-01-14,18883,629.39,35.45,1053,3.5,141,cycling,rainy,London,neutral,2025-03-08T19:01:04.462-03:00
56,2024-09-03,1826,32.17,10.05,1315,7.2,52,swimming,rainy,Tokyo,neutral,2025-03-08T19:01:05.466-03:00
68,2024-12-28,2030,418.52,37.98,269,11.1,129,,sunny,Sydney,neutral,2025-03-08T19:01:06.479-03:00
57,2024-12-23,25315,585.16,25.42,833,9.4,94,yoga,cloudy,Sydney,neutral,2025-03-08T19:01:07.483-03:00
42,2025-01-15,8964,669.89,0.76,940,9.9,62,swimming,sunny,Sydney,sad,2025-03-08T19:01:08.495-03:00
94,2024-11-03,8123,540.69,9.17,1393,5.5,66,swimming,sunny,Tokyo,sad,2025-03-08T19:01:09.497-03:00
84,2024-04-05,4324,607.33,24.21,218,11.4,93,cycling,sunny,New York,neutral,2025-03-08T19:01:10.511-03:00
12,2024-09-09,9236,26.75,8.43,1343,3.2,132,cycling,sunny,Sydney,neutral,2025-03-08T19:01:11.514-03:00
62,2024-11-20,5340,924.75,7.55,13,8.9,79,yoga,snowy,Tokyo,sad,2025-03-08T19:01:12.516-03:00
16,2024-06-29,21741,162.31,10.35,889,9.5,76,yoga,cloudy,Tokyo,happy,2025-03-08T19:01:13.528-03:00
18,2024-06-08,15603,959.26,39.93,59,2.7,142,,sunny,London,happy,2025-03-08T19:01:14.530-03:00
52,2025-01-20,22830,613.9,47.44,108,5.6,147,swimming,cloudy,Tokyo,happy,2025-03-08T19:01:15.544-03:00
66,2024-04-28,28295,950.17,35.6,1381,3.6,63,cycling,rainy,New York,sad,2025-03-08T19:01:16.547-03:00
62,2024-12-16,18923,708.3,31.94,581,3.8,106,running,cloudy,London,neutral,2025-03-08T19:01:17.550-03:00
49,2024-04-26,4565,858.14,18.96,148,3.2,52,cycling,cloudy,Sydney,sad,2025-03-08T19:01:18.560-03:00
1,2024-10-02,19616,918.61,43.03,162,10.2,148,swimming,snowy,London,neutral,2025-03-08T19:01:19.564-03:00
96,2024-03-22,28165,379.08,10.58,895,5.6,58,cycling,snowy,Tokyo,neutral,2025-03-08T19:01:20.577-03:00
63,2024-09-23,16704,727.89,45.85,206,7.3,92,,rainy,Sydney,neutral,2025-03-08T19:01:21.580-03:00
1,2025-01-20,5894,484.03,49.51,757,7.6,101,swimming,rainy,Sydney,happy,2025-03-08T19:01:22.583-03:00
68,2024-08-25,25911,733.91,16.45,288,10.0,91,running,rainy,Tokyo,neutral,2025-03-08T19:01:23.593-03:00
27,2024-06-11,7220,503.93,16.86,371,11.9,89,swimming,rainy,London,sad,2025-03-08T19:01:24.595-03:00
53,2024-09-23,24461,997.1,38.83,279,9.9,150,swimming,snowy,New York,neutral,2025-03-08T19:01:25.598-03:00
68,2025-01-13,25493,492.59,16.23,465,3.9,130,swimming,snowy,London,neutral,2025-03-08T19:01:26.601-03:00
2,2024-04-15,27724,929.2,24.62,1179,7.4,84,yoga,rainy,New York,sad,2025-03-08T19:01:27.609-03:00
60,2024-08-14,24237,846.7,10.32,901,0.3,133,running,rainy,Tokyo,happy,2025-03-08T19:01:28.626-03:00
81,2024-05-24,9996,681.52,29.96,555,2.3,143,swimming,sunny,Sydney,happy,2025-03-08T19:01:29.630-03:00
92,2025-01-15,925,214.46,39.45,561,3.7,143,cycling,sunny,New York,happy,2025-03-08T19:01:30.635-03:00
29,2024-09-17,21378,697.25,9.4,584,10.1,92,swimming,sunny,New York,happy,2025-03-08T19:01:31.638-03:00
49,2024-12-08,16649,381.82,30.09,1161,10.0,82,yoga,rainy,Sydney,happy,2025-03-08T19:01:32.642-03:00
27,2024-09-21,18144,629.29,19.81,44,10.3,113,cycling,snowy,Sydney,neutral,2025-03-08T19:01:33.646-03:00
19,2024-12-01,24337,517.97,46.98,1376,1.8,95,yoga,snowy,Sydney,happy,2025-03-08T19:01:34.658-03:00
53,2025-01-27,7173,514.8,11.57,1016,8.6,58,cycling,sunny,London,sad,2025-03-08T19:01:35.675-03:00
65,2024-07-20,7563,271.41,37.17,1292,2.8,112,yoga,snowy,London,sad,2025-03-08T19:01:36.677-03:00
14,2024-05-28,19876,176.86,9.29,569,2.6,140,yoga,sunny,Tokyo,sad,2025-03-08T19:01:37.680-03:00
24,2024-10-19,1117,175.27,22.65,957,2.3,99,yoga,snowy,London,neutral,2025-03-08T19:01:38.683-03:00
54,2024-08-06,20810,513.23,9.21,190,3.4,120,running,rainy,Sydney,happy,2025-03-08T19:01:39.691-03:00
70,2024-05-17,27135,840.33,28.91,802,0.6,60,,rainy,Tokyo,neutral,2025-03-08T19:01:40.697-03:00
55,2024-10-24,12234,871.67,39.16,875,10.9,122,running,rainy,London,sad,2025-03-08T19:01:41.703-03:00
8,2024-12-14,10931,141.15,2.83,57,7.0,87,yoga,cloudy,New York,neutral,2025-03-08T19:01:42.710-03:00
68,2024-12-16,8713,326.52,0.9,458,4.7,99,yoga,cloudy,Tokyo,neutral,2025-03-08T19:01:43.724-03:00
77,2024-06-07,14312,134.47,26.95,761,5.0,64,yoga,rainy,New York,happy,2025-03-08T19:01:44.728-03:00
61,2024-06-08,15303,138.63,9.07,402,9.5,134,swimming,cloudy,London,neutral,2025-03-08T19:01:45.740-03:00
75,2024-07-16,9260,72.8,15.18,44,10.6,50,running,snowy,Sydney,happy,2025-03-08T19:01:46.743-03:00
55,2024-08-18,8502,709.98,30.99,554,3.6,110,yoga,sunny,Tokyo,sad,2025-03-08T19:01:47.747-03:00
56,2024-05-17,15607,394.54,31.32,267,2.2,72,swimming,cloudy,Sydney,happy,2025-03-08T19:01:48.755-03:00
33,2024-11-16,15693,934.11,33.81,1161,3.2,108,yoga,snowy,New York,neutral,2025-03-08T19:01:49.759-03:00
48,2024-07-11,1530,318.79,3.78,328,4.6,85,cycling,rainy,Tokyo,happy,2025-03-08T19:01:50.773-03:00
51,2024-03-28,26520,877.43,33.73,125,4.8,82,cycling,sunny,London,neutral,2025-03-08T19:01:51.775-03:00
37,2024-03-20,26160,943.02,16.27,1118,8.4,108,,cloudy,New York,sad,2025-03-08T19:01:52.779-03:00
56,2024-04-12,22946,144.24,46.03,676,6.7,55,yoga,rainy,Sydney,neutral,2025-03-08T19:01:53.782-03:00
7,2024-05-18,27193,351.69,21.99,1338,2.7,121,running,cloudy,New York,happy,2025-03-08T19:01:54.788-03:00
4,2024-05-15,8988,513.93,41.54,1276,10.8,131,running,cloudy,Sydney,neutral,2025-03-08T19:01:55.791-03:00
56,2025-03-03,20640,676.02,1.89,1011,11.3,137,,rainy,Sydney,neutral,2025-03-08T19:01:56.794-03:00
45,2024-07-04,5389,343.37,22.71,326,0.6,109,running,sunny,Tokyo,neutral,2025-03-08T19:01:57.797-03:00
60,2024-09-05,22701,906.45,36.01,640,6.3,56,,snowy,Tokyo,neutral,2025-03-08T19:01:58.803-03:00
2,2025-01-06,10101,733.73,29.9,615,11.9,65,cycling,rainy,Tokyo,sad,2025-03-08T19:01:59.808-03:00
59,2025-03-08,4667,306.69,14.15,1178,1.3,51,cycling,snowy,New York,sad,2025-03-08T19:02:00.812-03:00
61,2025-01-07,13213,862.6,5.64,515,3.0,140,cycling,sunny,New York,neutral,2025-03-08T19:02:01.816-03:00
84,2024-12-20,7855,958.57,4.81,143,11.7,85,cycling,rainy,Tokyo,neutral,2025-03-08T19:02:02.820-03:00
32,2024-12-06,16073,652.72,12.37,605,2.1,105,swimming,snowy,New York,neutral,2025-03-08T19:02:03.824-03:00
35,2024-05-09,17359,794.95,30.15,872,7.9,98,yoga,rainy,New York,neutral,2025-03-08T19:02:04.827-03:00
31,2024-10-10,9257,462.22,3.37,67,8.5,54,,rainy,Tokyo,neutral,2025-03-08T19:02:05.830-03:00
95,2024-05-27,654,508.62,6.75,211,7.4,95,cycling,cloudy,New York,happy,2025-03-08T19:02:06.836-03:00
75,2025-01-14,27182,396.57,31.54,455,11.8,146,swimming,rainy,Sydney,happy,2025-03-08T19:02:07.839-03:00
2,2024-10-28,1452,978.07,37.6,177,10.9,83,yoga,cloudy,New York,sad,2025-03-08T19:02:08.842-03:00
18,2024-10-20,29710,216.66,22.27,393,10.4,64,cycling,cloudy,New York,sad,2025-03-08T19:02:09.854-03:00
1,2024-06-28,13713,996.56,22.76,1367,5.0,114,swimming,rainy,Tokyo,happy,2025-03-08T19:02:10.857-03:00
67,2024-12-06,11012,283.2,34.11,1432,0.7,51,,snowy,Tokyo,neutral,2025-03-08T19:02:11.860-03:00
10,2024-07-18,20918,344.25,6.42,897,9.9,54,running,sunny,Sydney,neutral,2025-03-08T19:02:12.868-03:00
67,2024-04-27,27475,947.61,35.49,949,9.0,123,yoga,rainy,New York,happy,2025-03-08T19:02:13.870-03:00
84,2024-09-25,10813,918.66,19.21,1155,0.2,98,cycling,cloudy,Sydney,sad,2025-03-08T19:02:14.872-03:00
61,2024-09-09,18198,185.2,19.36,747,8.6,50,swimming,rainy,London,happy,2025-03-08T19:02:15.875-03:00
16,2024-09-17,1823,305.29,26.2,81,4.1,73,,cloudy,Sydney,neutral,2025-03-08T19:02:16.878-03:00
22,2024-07-03,3571,167.21,31.04,498,6.7,110,yoga,sunny,New York,neutral,2025-03-08T19:02:17.882-03:00
81,2024-05-30,14115,166.17,2.84,236,4.2,131,,cloudy,London,sad,2025-03-08T19:02:18.889-03:00
58,2024-09-16,25321,455.96,16.01,433,0.6,111,cycling,cloudy,Sydney,neutral,2025-03-08T19:02:19.892-03:00
59,2024-10-10,10971,929.21,31.54,1320,6.7,84,yoga,cloudy,Sydney,happy,2025-03-08T19:02:20.899-03:00
35,2025-01-06,19431,917.7,48.35,6,7.9,71,yoga,sunny,Tokyo,neutral,2025-03-08T19:02:21.904-03:00
36,2024-04-11,8920,122.93,30.41,1151,8.2,93,running,rainy,Sydney,sad,2025-03-08T19:02:22.907-03:00
15,2024-08-31,25647,364.9,3.34,445,8.6,110,running,rainy,New York,neutral,2025-03-08T19:02:23.910-03:00
13,2024-07-03,7067,589.26,27.37,1203,8.4,143,yoga,sunny,London,sad,2025-03-08T19:02:24.913-03:00
28,2024-04-14,26107,340.88,10.36,822,10.2,149,swimming,snowy,Sydney,neutral,2025-03-08T19:02:25.915-03:00
87,2024-10-29,27367,412.44,7.11,1423,0.5,67,cycling,sunny,Sydney,sad,2025-03-08T19:02:26.919-03:00
83,2024-12-02,952,15.82,13.18,33,10.4,108,running,cloudy,London,neutral,2025-03-08T19:02:27.922-03:00
